epoch,loss
0,3.033693661495131
1,1.8261946330016874
2,1.5012304820849567
3,1.3602338511712448
4,1.2660852518492767
5,1.2002372381737807
6,1.1525106260499474
7,1.1088230042023641
8,1.0645112664574934
9,1.0269925198992904
10,0.9926598710673196
11,0.9634619912397161
12,0.9144694524002989
13,0.8997438663693579
